1.478795685692986965e+09 -8.081012964248657227e-01
1.478795685945355892e+09 -8.092321157455444336e-01
1.478795686235222101e+09 -8.100602030754089355e-01
1.478795686503413916e+09 -8.318583369255065918e-01
1.478795686758641005e+09 -8.273345828056335449e-01
1.478795687007638931e+09 -8.470699787139892578e-01
1.478795687267294884e+09 -8.100069165229797363e-01
1.478795687517344952e+09 -8.354485630989074707e-01
1.478795687806238890e+09 -8.127419352531433105e-01
1.478795688066890001e+09 -8.060493469238281250e-01
1.478795688321254015e+09 -8.080715537071228027e-01
1.478795688573148012e+09 -8.044045567512512207e-01
1.478795688826771021e+09 -7.817167639732360840e-01
1.478795689119045019e+09 -7.939576506614685059e-01
1.478795689379173040e+09 -8.068298697471618652e-01
1.478795689627731085e+09 -7.891582846641540527e-01
1.478795689881581068e+09 -8.068799376487731934e-01
1.478795690150636911e+09 -8.162515759468078613e-01
1.478795690399089098e+09 -8.116738200187683105e-01
1.478795690690157890e+09 -8.122081160545349121e-01
1.478795690955312967e+09 -8.184794783592224121e-01
1.478795691193346977e+09 -8.253388404846191406e-01
1.478795691449704885e+09 -8.244517445564270020e-01
1.478795691712362051e+09 -8.254062533378601074e-01
1.478795691995879889e+09 -7.915570735931396484e-01
1.478795692256702900e+09 -7.974889874458312988e-01
1.478795692511378050e+09 -7.878638505935668945e-01
1.478795692764034986e+09 -8.116245865821838379e-01
1.478795693020935059e+09 -7.990404367446899414e-01
1.478795693310664892e+09 -7.964671254158020020e-01
1.478795693561485052e+09 -7.705059647560119629e-01
1.478795693819257021e+09 -8.226618170738220215e-01
1.478795694075967073e+09 -7.837793827056884766e-01
1.478795694333798885e+09 -7.124145627021789551e-01
1.478795694587718964e+09 -6.835941076278686523e-01
1.478795694874078989e+09 -6.958566904067993164e-01
1.478795695132704020e+09 -6.888317465782165527e-01
1.478795695405474901e+09 -7.130990624427795410e-01
1.478795695645236969e+09 -7.876380085945129395e-01
1.478795695901442051e+09 -8.715834021568298340e-01
