1.485470180613182068e+09 1.000000000000000000e+00 -1.724798530340194702e-01 2.461737953126430511e-02 -1.623005270957946777e-01 2.172078788280487061e-01 -5.851082131266593933e-02 1.513592600822448730e-01 -2.103576213121414185e-01 1.488478034734725952e-01 -7.465466111898422241e-02 1.107506975531578064e-01 -1.487653702497482300e-01 -7.003290206193923950e-02 -1.029781401157379150e-01 2.283657789230346680e-01 4.756461828947067261e-02 -3.150808438658714294e-02 -1.247365325689315796e-01 2.523257397115230560e-02 6.743202358484268188e-02 -6.954587250947952271e-02 -6.989052891731262207e-02 3.826183732599020004e-03 9.165205806493759155e-02 7.304727286100387573e-02 1.153898909687995911e-01 -1.432481259107589722e-01 -5.482037737965583801e-02 2.901631174609065056e-03 1.549046337604522705e-01 -1.772116124629974365e-01 4.755415767431259155e-02 6.935881078243255615e-02 1.120611727237701416e-01 -1.183634027838706970e-01 2.193477004766464233e-02
1.485470182616406918e+09 1.000000000000000000e+00 -1.644408106803894043e-01 1.483281850814819336e-01 -7.111731916666030884e-02 1.084012538194656372e-01 -2.922275476157665253e-02 6.096967682242393494e-02 -7.975099980831146240e-02 6.081698834896087646e-02 -3.980335593223571777e-02 2.824925631284713745e-02 -2.589409425854682922e-02 6.269350182265043259e-03 4.844778776168823242e-02 -1.978682354092597961e-02 2.456329576671123505e-02 -9.874531999230384827e-03 -4.501747433096170425e-03 -4.044325277209281921e-02 5.971540883183479309e-02 -4.948057979345321655e-02 2.175392210483551025e-02 -9.557479061186313629e-03 1.413275953382253647e-02 4.701705649495124817e-02 2.304743044078350067e-02 -1.914840191602706909e-02 7.967387326061725616e-03 -2.434141351841390133e-04 1.167843863368034363e-02 3.105019684880971909e-03 -1.413973886519670486e-02 1.396452728658914566e-02 8.608891628682613373e-03 -1.294311136007308960e-02 1.469107082812115550e-04
1.485470184622478008e+09 1.000000000000000000e+00 -1.730216443538665771e-01 1.398496627807617188e-01 -9.837325662374496460e-02 2.340707555413246155e-02 2.998274266719818115e-01 -7.983344793319702148e-02 5.034265667200088501e-02 -2.352977916598320007e-02 1.126660034060478210e-01 -6.612337380647659302e-02 -2.159842848777770996e-02 -2.403953671455383301e-01 1.030957549810409546e-01 3.600195795297622681e-02 2.237549275159835815e-01 -8.963911235332489014e-02 -1.560707092285156250e-01 3.224088847637176514e-01 -2.355789840221405029e-01 8.510412275791168213e-02 -1.679123342037200928e-01 -1.747434958815574646e-02 2.371514886617660522e-01 7.296555489301681519e-02 1.006405502557754517e-01 -1.145653948187828064e-01 -9.665688127279281616e-02 1.117803528904914856e-01 9.021115489304065704e-03 -3.267224133014678955e-01 2.024692445993423462e-01 -2.343377470970153809e-02 1.547936201095581055e-01 3.142200037837028503e-02 -2.889003753662109375e-01
1.485470186624272108e+09 1.000000000000000000e+00 -2.821447551250457764e-01 1.388402730226516724e-01 -2.103835493326187134e-01 2.631426751613616943e-01 -3.401655331254005432e-02 -1.011175066232681274e-01 1.039456650614738464e-01 -9.170158952474594116e-02 7.321838289499282837e-02 -7.686083205044269562e-03 -5.054411292076110840e-02 -3.052235543727874756e-01 2.309472262859344482e-01 -4.375027492642402649e-02 2.609348595142364502e-01 -3.227793872356414795e-01 1.094611436128616333e-01 1.699780821800231934e-01 -1.849614679813385010e-01 1.534077227115631104e-01 -1.517494618892669678e-01 5.983367934823036194e-02 3.795711323618888855e-02 1.946099698543548584e-01 -3.609816357493400574e-02 -6.835505366325378418e-02 -1.727127283811569214e-01 3.081395626068115234e-01 -1.654699295759201050e-01 -6.510238349437713623e-02 4.854216054081916809e-02 -5.362660810351371765e-02 1.406237483024597168e-01 -1.381107717752456665e-01 8.496800810098648071e-02
1.485470188646280050e+09 1.000000000000000000e+00 -9.024036675691604614e-02 -3.166473507881164551e-01 1.736867725849151611e-01 1.648099571466445923e-01 -8.227839320898056030e-02 3.596222773194313049e-02 -7.943964004516601562e-02 -1.812802068889141083e-02 1.403288245201110840e-01 -7.459742575883865356e-02 -9.056723862886428833e-02 -3.250975608825683594e-01 8.086139708757400513e-02 3.907791376113891602e-01 -1.446126401424407959e-01 -1.722004711627960205e-01 5.286585539579391479e-02 -7.494661957025527954e-02 1.374307870864868164e-01 1.182731706649065018e-02 -2.751385271549224854e-01 1.826352328062057495e-01 1.771162301301956177e-01 1.341891735792160034e-01 2.346501313149929047e-02 -1.368271857500076294e-01 -6.067122891545295715e-02 1.692727208137512207e-01 6.687319278717041016e-02 7.319759111851453781e-03 -9.065125882625579834e-02 6.058669835329055786e-02 1.804075986146926880e-01 -1.933424025774002075e-01 -1.070621013641357422e-01
1.485470190624860048e+09 1.000000000000000000e+00 2.256006188690662384e-02 -3.265859484672546387e-01 -5.733298882842063904e-02 3.297264277935028076e-01 7.923482358455657959e-02 -1.039642374962568283e-02 -1.591798290610313416e-02 1.623232476413249969e-02 1.252397149801254272e-02 -1.850643940269947052e-02 -8.055802434682846069e-03 -2.965024411678314209e-01 -2.892159670591354370e-02 4.451524019241333008e-01 7.635881751775741577e-02 -3.552182018756866455e-01 -1.060408502817153931e-01 3.321933746337890625e-02 1.167422998696565628e-02 -4.760101810097694397e-02 -1.807940192520618439e-02 5.014700815081596375e-02 1.445196755230426788e-02 2.815494835376739502e-01 2.390279434621334076e-02 -3.100658953189849854e-01 -6.500274688005447388e-02 2.701571583747863770e-01 9.088461846113204956e-02 -4.059005528688430786e-02 -4.172449465841054916e-03 5.865303426980972290e-02 7.111203391104936600e-03 -6.235413253307342529e-02 -6.174280308187007904e-03
1.485470192676847935e+09 1.000000000000000000e+00 1.680055446922779083e-02 -3.657105863094329834e-01 -5.534049496054649353e-02 3.546564877033233643e-01 7.323263585567474365e-02 -1.075899302959442139e-01 -4.103485494852066040e-02 1.228960976004600525e-01 3.918730840086936951e-02 -9.288868308067321777e-02 -3.189226612448692322e-02 -2.806933820247650146e-01 6.581486668437719345e-03 4.209743440151214600e-01 2.723431400954723358e-02 -3.323167860507965088e-01 -5.916248261928558350e-02 1.603805273771286011e-01 1.541378069669008255e-02 -2.111365646123886108e-01 -3.032178059220314026e-02 1.821158230304718018e-01 3.525206074118614197e-02 1.751603931188583374e-01 -1.034716796129941940e-02 -1.689673513174057007e-01 1.058569364249706268e-02 1.409588903188705444e-01 1.783770509064197540e-03 -7.613657414913177490e-02 1.155550684779882431e-02 1.072243899106979370e-01 -2.700528688728809357e-02 -1.079465374350547791e-01 2.413234673440456390e-02
1.485470194632642031e+09 1.000000000000000000e+00 1.661163717508316040e-01 -2.932236492633819580e-01 -3.204879537224769592e-02 2.729673385620117188e-01 3.055072017014026642e-02 -3.310971707105636597e-02 -1.030980609357357025e-02 5.039460957050323486e-02 1.565670408308506012e-02 -6.385963410139083862e-02 -2.203383110463619232e-02 -3.020497858524322510e-01 9.733354672789573669e-03 4.266930520534515381e-01 -3.579914569854736328e-03 -2.741440832614898682e-01 8.097523823380470276e-03 4.839995503425598145e-02 1.265510357916355133e-02 -8.212005347013473511e-02 -2.937141433358192444e-02 1.116240099072456360e-01 3.991530090570449829e-02 1.726220250129699707e-01 -1.210792269557714462e-02 -1.437172293663024902e-01 6.349717825651168823e-02 8.688005059957504272e-02 -9.406249225139617920e-02 5.488759651780128479e-02 7.499238941818475723e-03 -4.847957566380500793e-02 -2.020126022398471832e-02 -2.028705738484859467e-02 1.996496506035327911e-02
1.485470196634083986e+09 1.000000000000000000e+00 1.004506945610046387e-01 -3.659834265708923340e-01 -1.406455785036087036e-01 2.611942589282989502e-01 1.762994527816772461e-01 -1.125133782625198364e-01 -3.856034204363822937e-02 9.153025597333908081e-02 6.569711863994598389e-02 -2.768608368933200836e-02 -4.778500646352767944e-02 -3.687453866004943848e-01 -5.512560158967971802e-02 4.594861567020416260e-01 1.379029750823974609e-01 -2.255002260208129883e-01 -1.321745961904525757e-01 1.529828757047653198e-01 5.769126862287521362e-02 -1.465020626783370972e-01 -1.055073887109756470e-01 7.186789065599441528e-02 1.036988943815231323e-01 1.532469987869262695e-01 -1.978908106684684753e-02 -1.372423768043518066e-01 5.753099545836448669e-02 9.086722135543823242e-02 -6.358923763036727905e-02 -9.098109789192676544e-03 -1.233836729079484940e-02 1.551751047372817993e-02 3.563249111175537109e-02 -2.162515372037887573e-02 -3.947882726788520813e-02
1.485470198631244898e+09 1.000000000000000000e+00 -1.762578636407852173e-02 -1.209126338362693787e-01 1.299894414842128754e-02 1.235153898596763611e-01 7.943491451442241669e-03 -2.264345996081829071e-03 -1.952612400054931641e-02 1.115346606820821762e-02 1.771364547312259674e-02 -1.074060145765542984e-02 -1.022408064454793930e-02 -1.221948787569999695e-01 1.718871481716632843e-02 1.992387324571609497e-01 -2.744429558515548706e-02 -7.265710085630416870e-02 1.150287128984928131e-02 3.943340852856636047e-03 2.135540544986724854e-02 -1.701792515814304352e-02 -3.475561738014221191e-02 2.348391525447368622e-02 2.337940968573093414e-02 1.416678726673126221e-01 -2.536609396338462830e-02 -9.068939834833145142e-02 6.232345104217529297e-02 4.194600135087966919e-02 -6.807881593704223633e-02 -1.848229672759771347e-03 -1.579968258738517761e-02 1.289540156722068787e-02 3.080749139189720154e-02 -2.696140296757221222e-02 -2.391977235674858093e-02
