1.478795654705187082e+09 2.257597148418426514e-01 -2.532577514648437500e-01 -2.532577514648437500e-01 2.843476831912994385e-01
1.478795654916889906e+09 1.060183793306350708e-01 -7.787115126848220825e-02 -7.787115126848220825e-02 5.725704878568649292e-02
1.478795655176362038e+09 9.004070609807968140e-02 -7.780221849679946899e-02 -7.780221849679946899e-02 6.725686788558959961e-02
1.478795655463762999e+09 9.166388958692550659e-02 -5.995842814445495605e-02 -5.995842814445495605e-02 3.924709558486938477e-02
1.478795655687745094e+09 9.874192625284194946e-02 -6.450653821229934692e-02 -6.450653821229934692e-02 4.216784238815307617e-02
1.478795655937695980e+09 1.053614616394042969e-01 -6.924298405647277832e-02 -6.924298405647277832e-02 4.553149640560150146e-02
1.478795656165864944e+09 1.131374388933181763e-01 -7.342272251844406128e-02 -7.342272251844406128e-02 4.767627269029617310e-02
1.478795656421742916e+09 1.208468154072761536e-01 -7.764115184545516968e-02 -7.764115184545516968e-02 4.990756884217262268e-02
1.478795656707540989e+09 1.288141906261444092e-01 -8.169217407703399658e-02 -8.169217407703399658e-02 5.183389410376548767e-02
1.478795656932919979e+09 1.358548700809478760e-01 -8.625707030296325684e-02 -8.625707030296325684e-02 5.479232221841812134e-02
1.478795657197041035e+09 1.814432889223098755e-01 -1.128217354416847229e-01 -1.994156651198863983e-02 1.529169455170631409e-02
1.478795657448900938e+09 1.420324891805648804e-01 -9.027733653783798218e-02 -9.014912694692611694e-02 5.732491984963417053e-02
1.478795657693625927e+09 1.496636122465133667e-01 -9.447456151247024536e-02 -9.447433054447174072e-02 5.966144055128097534e-02
1.478795657956799984e+09 1.579141467809677124e-01 -9.831427782773971558e-02 -9.831427782773971558e-02 6.123356521129608154e-02
1.478795658208520889e+09 1.639952361583709717e-01 -1.032463535666465759e-01 -1.032463535666465759e-01 6.502637267112731934e-02
1.478795658458233118e+09 1.670093536376953125e-01 -1.086984202265739441e-01 -1.086984202265739441e-01 7.077135890722274780e-02
1.478795658718012094e+09 1.738325059413909912e-01 -1.133557111024856567e-01 -1.133557111024856567e-01 7.394373416900634766e-02
1.478795658982086897e+09 1.767051368951797485e-01 -1.187611594796180725e-01 -1.187611594796180725e-01 7.984420657157897949e-02
1.478795659231611013e+09 1.864708513021469116e-01 -1.204397231340408325e-01 -1.204397231340408325e-01 7.781811058521270752e-02
1.478795659492440939e+09 1.955650895833969116e-01 -1.234323978424072266e-01 -1.234323978424072266e-01 7.793030887842178345e-02
1.478795659777316093e+09 2.051870375871658325e-01 -1.254867911338806152e-01 -1.254867911338806152e-01 7.676643133163452148e-02
1.478795660029165983e+09 2.138269096612930298e-01 -1.289757341146469116e-01 -1.289757341146469116e-01 7.781661301851272583e-02
1.478795660298655033e+09 2.223327606916427612e-01 -1.325868964195251465e-01 -1.325868964195251465e-01 7.908898591995239258e-02
1.478795660541201115e+09 2.300028204917907715e-01 -1.368174403905868530e-01 -1.368174403905868530e-01 8.140744268894195557e-02
1.478795660794805050e+09 2.377380132675170898e-01 -1.410074234008789062e-01 -1.410074234008789062e-01 8.365580439567565918e-02
1.478795661096549034e+09 2.450124621391296387e-01 -1.454612910747528076e-01 -1.454612910747528076e-01 8.637765049934387207e-02
1.478795661348999023e+09 2.483597099781036377e-01 -1.509793400764465332e-01 -1.509793400764465332e-01 9.180077165365219116e-02
