1.481565224680860996e+09 1.000000000000000000e+01
1.481565224886245966e+09 1.000000000000000000e+01
1.481565225082994938e+09 1.000000000000000000e+01
1.481565225294147968e+09 1.000000000000000000e+01
1.481565225480793953e+09 1.000000000000000000e+01
1.481565225679850101e+09 1.000000000000000000e+01
1.481565225883160114e+09 1.000000000000000000e+01
1.481565226079518080e+09 1.000000000000000000e+01
1.481565226274593115e+09 1.000000000000000000e+01
1.481565226472731113e+09 1.000000000000000000e+01
1.481565226808413982e+09 1.000000000000000000e+01
1.481565226880001068e+09 1.000000000000000000e+01
1.481565227074414968e+09 1.000000000000000000e+01
1.481565227279335976e+09 1.000000000000000000e+01
1.481565227489397049e+09 1.000000000000000000e+01
1.481565227682996035e+09 1.000000000000000000e+01
1.481565227877299070e+09 1.000000000000000000e+01
1.481565228080245972e+09 1.000000000000000000e+01
1.481565228295660973e+09 1.000000000000000000e+01
1.481565228479021072e+09 1.000000000000000000e+01
1.481565228720396996e+09 1.000000000000000000e+01
1.481565228872411013e+09 1.000000000000000000e+01
1.481565229086539030e+09 1.000000000000000000e+01
1.481565229277784109e+09 1.000000000000000000e+01
1.481565229491600990e+09 1.000000000000000000e+01
1.481565229681972027e+09 1.000000000000000000e+01
1.481565229892386913e+09 1.000000000000000000e+01
1.481565230079294920e+09 1.000000000000000000e+01
1.481565230281546116e+09 1.000000000000000000e+01
1.481565230485245943e+09 1.000000000000000000e+01
1.481565230703291893e+09 1.000000000000000000e+01
1.481565230869986057e+09 1.000000000000000000e+01
1.481565231071162939e+09 1.000000000000000000e+01
1.481565231299227953e+09 1.000000000000000000e+01
1.481565231487351894e+09 1.000000000000000000e+01
1.481565231670249939e+09 1.000000000000000000e+01
1.481565231881850004e+09 1.000000000000000000e+01
1.481565232078668118e+09 1.000000000000000000e+01
1.481565232279696941e+09 1.000000000000000000e+01
1.481565232474064112e+09 1.000000000000000000e+01
1.481565232680630922e+09 1.000000000000000000e+01
1.481565232869823933e+09 1.000000000000000000e+01
1.481565233071234941e+09 1.000000000000000000e+01
1.481565233279517889e+09 1.000000000000000000e+01
1.481565233478810072e+09 1.000000000000000000e+01
1.481565233677156925e+09 1.000000000000000000e+01
