1.479416756520931959e+09 5.046874999999999556e-01 9.875000000000000444e-01
1.479416756720823050e+09 5.109375000000000444e-01 9.843750000000000000e-01
1.479416756920672894e+09 5.078125000000000000e-01 9.890624999999999556e-01
1.479416757123830080e+09 5.046874999999999556e-01 9.843750000000000000e-01
1.479416757320846081e+09 5.046874999999999556e-01 9.906249999999999778e-01
1.479416757526542902e+09 5.234375000000000000e-01 9.906249999999999778e-01
1.479416757723458052e+09 5.015625000000000222e-01 9.890624999999999556e-01
1.479416757928193092e+09 5.156250000000000000e-01 9.875000000000000444e-01
1.479416758128314972e+09 5.343750000000000444e-01 9.843750000000000000e-01
1.479416758326267958e+09 5.171875000000000222e-01 9.812499999999999556e-01
1.479416758527101040e+09 5.078125000000000000e-01 9.843750000000000000e-01
1.479416758725184917e+09 5.078125000000000000e-01 9.859375000000000222e-01
1.479416758928764105e+09 5.124999999999999556e-01 9.906249999999999778e-01
1.479416759126234055e+09 4.984374999999999778e-01 9.890624999999999556e-01
1.479416759323431015e+09 4.921875000000000000e-01 9.875000000000000444e-01
1.479416759529354095e+09 5.171875000000000222e-01 9.906249999999999778e-01
1.479416759725254059e+09 5.140624999999999778e-01 9.906249999999999778e-01
1.479416759923022032e+09 5.187500000000000444e-01 9.859375000000000222e-01
1.479416760121624947e+09 5.093750000000000222e-01 9.843750000000000000e-01
1.479416760326183081e+09 5.171875000000000222e-01 9.921875000000000000e-01
1.479416760520016909e+09 5.328125000000000222e-01 9.906249999999999778e-01
1.479416760725212097e+09 5.078125000000000000e-01 9.890624999999999556e-01
1.479416760920514107e+09 5.062499999999999778e-01 9.937500000000000222e-01
1.479416761119765043e+09 5.062499999999999778e-01 9.906249999999999778e-01
1.479416761323636055e+09 5.250000000000000222e-01 9.843750000000000000e-01
1.479416761519532919e+09 5.093750000000000222e-01 9.859375000000000222e-01
1.479416761720679045e+09 5.046874999999999556e-01 9.796875000000000444e-01
1.479416761921582937e+09 5.062499999999999778e-01 9.906249999999999778e-01
1.479416762120814085e+09 5.093750000000000222e-01 9.937500000000000222e-01
1.479416762321604967e+09 5.203124999999999556e-01 9.906249999999999778e-01
1.479416762520622015e+09 5.171875000000000222e-01 9.890624999999999556e-01
1.479416762720585108e+09 5.109375000000000444e-01 9.796875000000000444e-01
1.479416762916589022e+09 5.062499999999999778e-01 9.890624999999999556e-01
1.479416763118781090e+09 5.328125000000000222e-01 9.906249999999999778e-01
