1.485469829357625008e+09 3.549240529537200928e-01
1.485469829564356089e+09 3.494566977024078369e-01
1.485469829752516985e+09 6.081436276435852051e-01
1.485469829955296993e+09 5.880613327026367188e-01
1.485469830156502008e+09 7.180473208427429199e-01
1.485469830350888968e+09 1.290961027145385742e+00
1.485469830551713943e+09 1.341113805770874023e+00
1.485469830754244089e+09 1.369472622871398926e+00
1.485469830954610109e+09 1.143562793731689453e+00
1.485469831158003092e+09 9.007896780967712402e-01
1.485469831354420900e+09 8.921813368797302246e-01
1.485469831567980051e+09 1.044326663017272949e+00
1.485469831764257908e+09 5.474109649658203125e-01
1.485469831964843988e+09 5.709491372108459473e-01
1.485469832153898001e+09 9.193950295448303223e-01
1.485469832345668077e+09 -2.557288110256195068e-02
1.485469832549199104e+09 7.362792491912841797e-01
1.485469832755801916e+09 5.588260889053344727e-01
1.485469832945838928e+09 5.280712842941284180e-01
1.485469833175261021e+09 1.000000000000000000e+01
1.485469833345366955e+09 1.000000000000000000e+01
1.485469833546197891e+09 1.000000000000000000e+01
1.485469833750057936e+09 1.000000000000000000e+01
1.485469833949011087e+09 1.000000000000000000e+01
1.485469834146379948e+09 1.000000000000000000e+01
1.485469834353533030e+09 1.000000000000000000e+01
1.485469834564222097e+09 1.000000000000000000e+01
1.485469834768155098e+09 1.000000000000000000e+01
1.485469834967928886e+09 1.000000000000000000e+01
1.485469835190691948e+09 7.892446517944335938e-01
1.485469835353271961e+09 1.000000000000000000e+01
1.485469835546638966e+09 1.000000000000000000e+01
1.485469835751513958e+09 1.000000000000000000e+01
1.485469835948437929e+09 1.000000000000000000e+01
1.485469836149682045e+09 1.000000000000000000e+01
1.485469836365752935e+09 1.000000000000000000e+01
1.485469836570807934e+09 1.000000000000000000e+01
1.485469836758857012e+09 1.000000000000000000e+01
1.485469836966048956e+09 1.000000000000000000e+01
1.485469837230499029e+09 1.000000000000000000e+01
1.485469837349380016e+09 1.000000000000000000e+01
1.485469837555185080e+09 1.000000000000000000e+01
1.485469837758877039e+09 1.000000000000000000e+01
1.485469837961551905e+09 1.000000000000000000e+01
1.485469838157198906e+09 1.000000000000000000e+01
1.485469838346016884e+09 1.000000000000000000e+01
1.485469838545655966e+09 1.000000000000000000e+01
1.485469838754214048e+09 1.000000000000000000e+01
1.485469838946794987e+09 1.000000000000000000e+01
