1.485469828973057985e+09 5.196318997808438978e-01 5.406080590490506266e-01
1.485469829152851105e+09 5.194447110410946866e-01 5.384691282068783114e-01
1.485469829352305889e+09 5.191902585935288528e-01 5.360830227273404303e-01
1.485469829559120893e+09 5.188766791068621931e-01 5.336190609388806738e-01
1.485469829743906975e+09 5.185534274055978443e-01 5.314235404238146776e-01
1.485469829947841883e+09 5.181535962585515076e-01 5.290303149482113998e-01
1.485469830149539948e+09 5.177027297793609373e-01 5.266319148733419331e-01
1.485469830343800068e+09 5.172266792546493797e-01 5.243503280541920164e-01
1.485469830551083088e+09 5.166819461681942949e-01 5.219763771363761240e-01
1.485469830749243021e+09 5.160909001666487139e-01 5.196206830475534888e-01
1.485469830945431948e+09 5.154730683267753077e-01 5.173507964691342886e-01
1.485469831149347067e+09 5.147827285676477294e-01 5.150010682653638483e-01
1.485469831349792957e+09 5.140581594208042393e-01 5.127074233990407404e-01
1.485469831547852993e+09 5.133033123059925762e-01 5.104733074936604886e-01
1.485469831746620893e+09 5.124888509965119798e-01 5.082117432586075179e-01
1.485469831943058968e+09 5.116464043707671383e-01 5.060104513426295636e-01
1.485469832146641016e+09 5.107288510447861585e-01 5.037493616660099205e-01
1.485469832340950012e+09 5.098081860777929908e-01 5.016041089522593754e-01
1.485469832542326927e+09 5.088112239470009568e-01 4.994023958753418535e-01
1.485469832743931055e+09 5.077690281576062725e-01 4.972189752850035838e-01
1.485469832940412998e+09 5.067111368311087993e-01 4.951116289528246783e-01
1.485469833142391920e+09 5.055815348279767418e-01 4.929689601763325157e-01
1.485469833340944052e+09 5.044280514133976379e-01 4.908833181073160024e-01
1.485469833539619923e+09 5.032335386625733653e-01 4.888212741616583257e-01
1.485469833742685080e+09 5.019691795110575727e-01 4.867363735639371747e-01
1.485469833943952084e+09 5.006751429077438420e-01 4.846967412719291879e-01
1.485469834139597893e+09 4.993789308409563588e-01 4.827405909562950681e-01
1.485469834344142914e+09 4.979814612449825484e-01 4.807206145213600568e-01
1.485469834545330048e+09 4.965686564227951849e-01 4.787645130802340443e-01
1.485469834743436098e+09 4.951388082562689918e-01 4.768658276619138769e-01
1.485469834943820953e+09 4.936653202063888135e-01 4.749879490306080365e-01
1.485469835145678043e+09 4.921211350782706551e-01 4.730994377660928674e-01
1.485469835339034081e+09 4.906162487446904530e-01 4.713317378897919907e-01
1.485469835542567968e+09 4.889963999037614251e-01 4.695037839139641900e-01
1.485469835742029905e+09 4.873747300488006085e-01 4.677463888397644931e-01
1.485469835941145897e+09 4.857185418200131721e-01 4.660218386230643439e-01
1.485469836144732952e+09 4.839904740789214288e-01 4.642935226251946323e-01
1.485469836348500013e+09 4.822441159059400739e-01 4.626163321961689334e-01
1.485469836542542934e+09 4.805159496895324844e-01 4.610214528912014442e-01
1.485469836743557930e+09 4.787126591115814511e-01 4.594223134785173634e-01
1.485469836947992086e+09 4.768428914467556234e-01 4.578307533170519195e-01
1.485469837148216963e+09 4.749829139699867087e-01 4.563113528085201986e-01
1.485469837340516090e+09 4.731660924545119107e-01 4.548857375840099637e-01
1.485469837544140100e+09 4.712151902842797169e-01 4.534163747171714443e-01
1.485469837741827965e+09 4.692936351015534191e-01 4.520286157369777236e-01
1.485469837941288948e+09 4.673243042070386322e-01 4.506650209491231962e-01
1.485469838142743111e+09 4.653091733112440509e-01 4.493286938527074614e-01
1.485469838339267969e+09 4.633184397823991718e-01 4.480648481458791021e-01
1.485469838541568995e+09 4.612449417591045209e-01 4.468057312205571119e-01
1.485469838741916895e+09 4.591637053642491084e-01 4.455985825404064071e-01
1.485469838938759089e+09 4.570975902930169421e-01 4.444544402509950087e-01
1.485469839142939091e+09 4.549314935818490335e-01 4.433110548703977916e-01
1.485469839335823059e+09 4.528640066885032400e-01 4.422716527703228762e-01
1.485469839541371107e+09 4.506397938247512225e-01 4.412084043623465401e-01
1.485469839741523027e+09 4.484501782965144012e-01 4.402157560346842136e-01
1.485469839946217060e+09 4.462027927130836624e-01 4.392511763244781875e-01
1.485469840138962030e+09 4.440497140027310774e-01 4.383773199735931936e-01
1.485469840342128038e+09 4.417733800839151459e-01 4.375056236233794138e-01
1.485469840543876886e+09 4.394946532296289954e-01 4.366855156377995595e-01
